day,count
2023-01-02,4979
2023-01-03,461
2023-01-04,2235
2023-01-05,183
2023-01-06,499
2023-01-07,7
2023-01-09,326
2023-01-10,3470
2023-01-11,6038
2023-01-12,5089
2023-01-13,4855
2023-01-14,6
2023-01-16,13657
2023-01-17,9
2023-01-18,692
2023-01-19,25649
2023-01-20,282
2023-01-21,9
2023-01-23,350
2023-01-24,489
2023-01-25,456
2023-01-26,6223
2023-01-27,310
2023-01-28,15
2023-01-30,1728
2023-01-31,486
2023-02-01,1979
2023-02-02,4154
2023-02-03,3341
2023-02-04,14
2023-02-06,11834
2023-02-07,4991
2023-02-08,5029
2023-02-09,6010
2023-02-10,11451
2023-02-11,5
2023-02-13,2772
2023-02-14,550
2023-02-15,444
2023-02-16,714
2023-02-17,408
2023-02-18,16
2023-02-20,457
2023-02-21,602
2023-02-22,474
2023-02-23,3045840
2023-02-24,343
2023-02-25,11
2023-02-27,3473
2023-02-28,842
2023-03-01,2671
2023-03-02,54256
2023-03-03,1203
2023-03-04,30
2023-03-06,2421
2023-03-07,4925
2023-03-08,5137
2023-03-09,7390
2023-03-10,4997
2023-03-11,12
2023-03-13,13671
2023-03-14,5686
2023-03-15,4926
2023-03-16,4788
2023-03-17,4761
2023-03-18,13
2023-03-20,13611
2023-03-21,6437
2023-03-22,4732
2023-03-23,356
2023-03-24,14403
2023-03-25,37
2023-03-26,28
2023-03-27,13845
2023-03-28,1152
2023-03-29,9775
2023-03-30,5164
2023-03-31,4772
2023-04-03,30374
2023-04-04,5189
2023-04-05,4717
2023-04-06,4855
2023-04-07,4733
2023-04-10,13488
2023-04-11,4234
2023-04-12,6229
2023-04-13,4726
2023-04-14,4726
2023-04-15,2
2023-04-17,385
2023-04-18,5110
2023-04-19,4757
2023-04-20,5202
2023-04-21,4958
2023-04-22,24
2023-04-24,14109
2023-04-25,9476
2023-04-26,640677
2023-04-27,747
2023-04-28,324
2023-04-29,16
2023-05-01,4043
2023-05-02,10834
2023-05-03,1610
2023-05-04,551
2023-05-05,356
2023-05-06,17
2023-05-07,3
2023-05-08,237
2023-05-09,56
2023-05-10,9017
2023-05-11,4719
2023-05-12,5077
2023-05-13,1
2023-05-15,11074
2023-05-16,7592
2023-05-17,4871
2023-05-18,3978
2023-05-19,4946
2023-05-20,3
2023-05-22,9231
2023-05-23,215
2023-05-24,3447
2023-05-25,5225
2023-05-26,1214
2023-05-27,1
2023-05-29,174
2023-05-30,123
2023-05-31,826
2023-06-01,543799
2023-06-02,1318
2023-06-03,25
2023-06-05,454
2023-06-06,12885
2023-06-07,706
2023-06-08,216
2023-06-09,255
2023-06-10,35
2023-06-12,296
2023-06-13,4716
2023-06-14,4028034
2023-06-15,6186875
2023-06-16,4850
2023-06-17,3
2023-06-19,10412
2023-06-20,6173
2023-06-21,5085
2023-06-22,4886
2023-06-23,8375
2023-06-24,5
2023-06-26,3840
2023-06-27,1148
2023-06-28,580
2023-06-29,276
2023-06-30,274
2023-07-01,9
2023-07-03,2980
2023-07-04,5952
2023-07-05,5472
2023-07-06,7010
2023-07-07,393
2023-07-08,102
2023-07-10,374
2023-07-11,246
2023-07-12,585
2023-07-13,153
2023-07-14,237
2023-07-17,1468
2023-07-18,254
2023-07-19,537
2023-07-20,360
2023-07-21,1380
2023-07-22,2
2023-07-24,553
2023-07-25,323
2023-07-26,255
2023-07-27,518
2023-07-28,290
2023-07-31,340
2023-08-01,1239
2023-08-02,3014
2023-08-03,2669
2023-08-04,206
2023-08-07,309
2023-08-08,4615
2023-08-09,4747
2023-08-10,4542
2023-08-11,5826
2023-08-12,10
2023-08-13,1
2023-08-14,7153
2023-08-15,337
2023-08-16,714238
2023-08-17,339
2023-08-18,2
2023-08-19,2
2023-08-21,1076
2023-08-22,297
2023-08-23,375
2023-08-24,1079
2023-08-25,204
2023-08-26,1
2023-08-28,213
2023-08-29,1012
2023-08-30,433
2023-08-31,309
2023-09-01,876
2023-09-02,3
2023-09-03,4
2023-09-04,4956
2023-09-05,299
2023-09-06,572
2023-09-07,345
2023-09-08,906
2023-09-09,3
2023-09-11,232
2023-09-12,3180
2023-09-13,4728
2023-09-14,4639
2023-09-15,4684
2023-09-16,1
2023-09-17,10
2023-09-18,13075
2023-09-19,5235
2023-09-20,4761
2023-09-21,3242
2023-09-22,28
2023-09-23,10
2023-09-24,189
2023-09-25,10
2023-09-26,569
2023-09-27,234
2023-09-28,460
2023-09-29,284
2023-09-30,22
2023-10-02,1645
2023-10-03,4687
2023-10-04,1183
2023-10-05,817967
2023-10-06,4815
2023-10-07,17
2023-10-09,9183
2023-10-10,9619
2023-10-11,1289
2023-10-12,248
2023-10-13,14123
2023-10-14,12759
2023-10-15,63
2023-10-16,380
2023-10-17,210
2023-10-18,445
2023-10-19,60
2023-10-20,538
2023-10-21,40
2023-10-23,237
2023-10-24,319
2023-10-25,369
2023-10-26,341
2023-10-27,275
2023-10-28,31
2023-10-30,519
2023-10-31,510
2023-11-01,937
2023-11-02,1414
2023-11-03,1387
2023-11-04,12
2023-11-06,264
2023-11-07,5017
2023-11-08,5156
2023-11-09,6084
2023-11-10,6470
2023-11-13,18214
2023-11-14,7796
2023-11-15,5851
2023-11-16,12944
2023-11-17,3591
2023-11-20,13076
2023-11-21,414
2023-11-22,20192
2023-11-23,20086
2023-11-24,20611
2023-11-27,20182
2023-11-28,36510
2023-11-29,21043
2023-11-30,10963
2023-12-01,4388
2023-12-03,644
2023-12-04,563
2023-12-05,6542
2023-12-06,42559
2023-12-07,28192
2023-12-08,21423
2023-12-11,14349
2023-12-14,17865
2023-12-15,15930
2023-12-16,8627
2023-12-17,819
2023-12-18,845
2023-12-19,46
2023-12-20,24
2023-12-21,320
2023-12-22,741
2023-12-23,480
2023-12-24,220
2023-12-25,232
2023-12-26,3
2023-12-27,7
2023-12-29,174
