day,count
2024-11-07,6553
2024-11-08,7431
2024-11-09,6253
2024-11-10,5742
2024-11-11,4
2024-11-12,59
2024-11-13,8794
2024-11-14,6800
2024-11-15,6424
2024-11-16,6037
2024-11-17,247
2024-11-18,11799
2024-11-19,6389
2024-11-20,6498
2024-11-21,1185
2024-11-22,11194
2024-11-23,6208
2024-11-24,5764
2024-11-25,6009
2024-11-26,606
2024-11-27,34424
2024-11-28,1071561
2024-11-29,1
2024-12-02,26103
2024-12-03,11882
2024-12-04,6407
2024-12-05,6154
2024-12-06,6458
2024-12-07,3734
2024-12-08,47
2024-12-09,61
2024-12-10,367
2024-12-11,517
2024-12-12,624
2024-12-13,471
2024-12-14,591
2024-12-15,96
2024-12-16,8
2024-12-17,7348
2024-12-18,6777
2024-12-19,6505
2024-12-20,6370
2024-12-21,6298
2024-12-22,6015
2024-12-23,5993
2024-12-24,6127
2024-12-25,3464
2024-12-26,6
2024-12-28,56
2024-12-29,4
2024-12-30,5
2024-12-31,2263
