day,count
2022-01-03,77
2022-01-04,133
2022-01-05,31
2022-01-06,89
2022-01-07,63
2022-01-10,34
2022-01-11,131
2022-01-12,132
2022-01-13,62
2022-01-14,16
2022-01-15,1
2022-01-17,41
2022-01-18,86
2022-01-19,49
2022-01-20,93
2022-01-21,106
2022-01-22,6
2022-01-24,41
2022-01-25,46
2022-01-26,66
2022-01-27,63
2022-01-28,91
2022-01-29,3
2022-01-31,85
2022-02-01,106
2022-02-02,146
2022-02-03,121
2022-02-04,66
2022-02-05,1
2022-02-07,111
2022-02-08,96
2022-02-09,128
2022-02-10,61
2022-02-11,52
2022-02-14,59
2022-02-15,167
2022-02-16,116
2022-02-17,80
2022-02-18,56
2022-02-21,47
2022-02-22,100
2022-02-23,88
2022-02-24,102
2022-02-25,54
2022-02-26,11
2022-02-28,87
2022-03-01,39
2022-03-02,45
2022-03-03,70
2022-03-04,42
2022-03-05,2
2022-03-07,64
2022-03-08,102
2022-03-09,71
2022-03-10,71
2022-03-11,52
2022-03-12,2
2022-03-14,47
2022-03-15,74
2022-03-16,57
2022-03-17,64
2022-03-18,58
2022-03-21,73
2022-03-22,92
2022-03-23,60
2022-03-24,91
2022-03-25,47
2022-03-26,4
2022-03-28,99
2022-03-29,145
2022-03-30,86
2022-03-31,129
2022-04-01,104
2022-04-04,54
2022-04-05,50
2022-04-06,60
2022-04-07,100
2022-04-08,82
2022-04-11,104
2022-04-12,92
2022-04-13,88
2022-04-14,83
2022-04-19,103
2022-04-20,108
2022-04-21,85
2022-04-22,162
2022-04-23,7
2022-04-25,77
2022-04-26,77
2022-04-27,150
2022-04-28,86
2022-04-29,126
2022-05-02,88
2022-05-03,122
2022-05-04,89
2022-05-05,72
2022-05-06,78
2022-05-07,1
2022-05-09,106
2022-05-10,101
2022-05-11,50
2022-05-12,44
2022-05-13,85
2022-05-16,88
2022-05-17,48
2022-05-18,92
2022-05-19,59
2022-05-20,78
2022-05-23,112
2022-05-24,54
2022-05-25,85
2022-05-27,17
2022-05-28,1
2022-05-30,59
2022-05-31,97
2022-06-01,128
2022-06-02,118
2022-06-03,90
2022-06-04,2
2022-06-07,44
2022-06-08,95
2022-06-09,88
2022-06-10,60
2022-06-11,2
2022-06-13,24
2022-06-14,88
2022-06-15,60
2022-06-16,87
2022-06-17,92
2022-06-20,66
2022-06-21,53
2022-06-22,65
2022-06-23,89
2022-06-24,65
2022-06-25,1
2022-06-27,68
2022-06-28,27
2022-06-29,33
2022-06-30,30
2022-07-01,48
2022-07-04,71
2022-07-05,65
2022-07-06,191
2022-07-07,150
2022-07-08,75
2022-07-09,1
2022-07-11,96
2022-07-12,129
2022-07-13,130
2022-07-14,96
2022-07-15,134
2022-07-16,2
2022-07-18,148
2022-07-19,143
2022-07-20,136
2022-07-21,104
2022-07-22,79
2022-07-23,1
2022-07-25,76
2022-07-26,142
2022-07-27,97
2022-07-28,61
2022-07-29,98
2022-07-30,12
2022-08-01,38
2022-08-02,70
2022-08-03,98
2022-08-04,65
2022-08-05,57
2022-08-06,2
2022-08-08,59
2022-08-09,86
2022-08-10,77
2022-08-11,36
2022-08-12,60
2022-08-13,2
2022-08-15,15
2022-08-16,47
2022-08-17,92
2022-08-18,72
2022-08-19,60
2022-08-22,85
2022-08-23,35
2022-08-24,98
2022-08-25,60
2022-08-26,54
2022-08-29,31
2022-08-30,36
2022-08-31,35
2022-09-01,44
2022-09-02,40
2022-09-05,115
2022-09-06,43
2022-09-07,70
2022-09-08,98
2022-09-09,110
2022-09-10,1
2022-09-12,61
2022-09-13,34
2022-09-14,87
2022-09-15,78
2022-09-16,87
2022-09-17,9
2022-09-19,66
2022-09-20,57
2022-09-21,81
2022-09-22,65
2022-09-23,55
2022-09-26,39
2022-09-27,72
2022-09-28,50
2022-09-29,83
2022-09-30,65
2022-10-01,4
2022-10-04,49
2022-10-05,155
2022-10-06,65
2022-10-07,24
2022-10-08,4
2022-10-10,216
2022-10-11,82
2022-10-12,143
2022-10-13,64
2022-10-14,111
2022-10-17,73
2022-10-18,76
2022-10-19,105
2022-10-20,107
2022-10-21,78
2022-10-22,1
2022-10-24,122
2022-10-25,52
2022-10-26,122
2022-10-27,92
2022-10-28,96
2022-10-29,1
2022-11-01,84
2022-11-02,131
2022-11-03,122
2022-11-04,79
2022-11-05,1
2022-11-07,122
2022-11-08,105
2022-11-09,109
2022-11-10,131
2022-11-11,136
2022-11-14,53
2022-11-15,90
2022-11-17,61
2022-11-18,49
2022-11-21,89
2022-11-22,66
2022-11-23,113
2022-11-24,99
2022-11-25,72
2022-11-28,57
2022-11-29,47
2022-11-30,73
2022-12-01,63
2022-12-02,24
2022-12-05,79
2022-12-06,25
2022-12-07,46
2022-12-08,34
2022-12-09,39
2022-12-12,55
2022-12-13,13
2022-12-14,14
2022-12-15,16
2022-12-16,43
2022-12-19,10
2022-12-20,29
2022-12-21,12
2022-12-22,7
2022-12-23,1
2022-12-27,1
2022-12-28,1
2022-12-29,1
2022-12-30,2
