day,count
2024-01-02,138
2024-01-03,66
2024-01-04,52
2024-01-05,23
2024-01-06,1
2024-01-08,39
2024-01-09,62
2024-01-10,76
2024-01-11,119
2024-01-12,10
2024-01-15,194
2024-01-16,144
2024-01-17,108
2024-01-18,70
2024-01-19,261
2024-01-20,1
2024-01-22,163
2024-01-23,149
2024-01-24,158
2024-01-25,157
2024-01-26,125
2024-01-27,3
2024-01-29,150
2024-01-30,92
2024-01-31,123
2024-02-01,73
2024-02-02,11
2024-02-05,109
2024-02-06,85
2024-02-07,155
2024-02-08,126
2024-02-09,208
2024-02-10,1
2024-02-12,109
2024-02-13,111
2024-02-14,116
2024-02-15,95
2024-02-16,88
2024-02-17,1
2024-02-19,118
2024-02-20,72
2024-02-21,121
2024-02-22,92
2024-02-23,128
2024-02-26,92
2024-02-27,108
2024-02-28,106
2024-02-29,160
2024-03-01,81
2024-03-02,1
2024-03-04,89
2024-03-05,102
2024-03-06,161
2024-03-07,103
2024-03-08,85
2024-03-09,1
2024-03-11,159
2024-03-12,157
2024-03-13,109
2024-03-14,83
2024-03-15,157
2024-03-16,2
2024-03-18,75
2024-03-19,109
2024-03-20,119
2024-03-21,71
2024-03-22,95
2024-03-23,2
2024-03-25,80
2024-03-26,148
2024-03-27,67
2024-03-28,91
2024-04-02,91
2024-04-03,106
2024-04-04,89
2024-04-05,107
2024-04-06,1
2024-04-08,66
2024-04-09,67
2024-04-10,55
2024-04-11,36
2024-04-12,100
2024-04-13,1
2024-04-15,79
2024-04-16,81
2024-04-17,80
2024-04-18,119
2024-04-19,114
2024-04-22,29
2024-04-23,106
2024-04-24,149
2024-04-25,108
2024-04-26,107
2024-04-29,146
2024-04-30,125
2024-05-02,133
2024-05-03,152
2024-05-06,100
2024-05-07,111
2024-05-08,140
2024-05-10,124
2024-05-13,76
2024-05-14,44
2024-05-15,107
2024-05-16,65
2024-05-17,62
2024-05-21,94
2024-05-22,127
2024-05-23,63
2024-05-24,109
2024-05-27,122
2024-05-28,138
2024-05-29,100
2024-05-30,97
2024-05-31,77
2024-06-03,68
2024-06-04,125
2024-06-05,154
2024-06-06,129
2024-06-07,159
2024-06-10,117
2024-06-11,68
2024-06-12,175
2024-06-13,84
2024-06-14,96
2024-06-17,100
2024-06-18,24
2024-06-19,102
2024-06-20,164
2024-06-21,150
2024-06-24,56
2024-06-25,66
2024-06-26,48
2024-06-27,111
2024-06-28,6
2024-07-01,90
2024-07-02,83
2024-07-03,77
2024-07-04,124
2024-07-05,64
2024-07-06,118
2024-07-08,57
2024-07-09,93
2024-07-10,96
2024-07-11,65
2024-07-12,134
2024-07-15,144
2024-07-16,123
2024-07-17,135
2024-07-18,108
2024-07-19,119
2024-07-22,215
2024-07-23,97
2024-07-24,132
2024-07-25,141
2024-07-26,145
2024-07-27,1
2024-07-29,93
2024-07-30,94
2024-07-31,120
2024-08-01,50
2024-08-02,99
2024-08-05,119
2024-08-06,34
2024-08-07,104
2024-08-08,111
2024-08-09,38
2024-08-10,1
2024-08-12,42
2024-08-13,65
2024-08-14,157
2024-08-15,140
2024-08-16,60
2024-08-19,163
2024-08-20,124
2024-08-21,130
2024-08-22,84
2024-08-23,114
2024-08-24,2
2024-08-26,137
2024-08-27,120
2024-08-28,128
2024-08-29,167
2024-08-30,85
2024-08-31,1
2024-09-02,103
2024-09-03,92
2024-09-04,98
2024-09-05,104
2024-09-06,133
2024-09-07,1
2024-09-09,114
2024-09-10,144
2024-09-11,140
2024-09-12,3
2024-09-13,91
2024-09-14,1
2024-09-16,80
2024-09-17,60
2024-09-18,37
2024-09-19,127
2024-09-20,74
2024-09-21,1
2024-09-23,46
2024-09-24,107
2024-09-25,88
2024-09-26,117
2024-09-27,55
2024-09-28,1
2024-09-30,122
2024-10-01,118
2024-10-02,129
2024-10-04,37
2024-10-05,2
2024-10-07,212
2024-10-08,164
2024-10-09,226
2024-10-10,156
2024-10-11,155
2024-10-14,131
2024-10-15,157
2024-10-16,101
2024-10-17,145
2024-10-18,15
2024-10-19,3
2024-10-21,96
2024-10-22,117
2024-10-23,82
2024-10-24,134
2024-10-25,73
2024-10-28,57
2024-10-29,89
2024-10-30,108
2024-11-01,13
2024-11-02,1
2024-11-04,126
2024-11-05,154
2024-11-06,116
2024-11-07,120
2024-11-08,29
2024-11-11,85
2024-11-12,237
2024-11-13,168
2024-11-14,143
2024-11-15,109
2024-11-16,3
2024-11-18,110
2024-11-19,85
2024-11-21,121
2024-11-22,90
2024-11-23,7
2024-11-25,95
2024-11-26,109
2024-11-27,110
2024-11-28,122
2024-11-29,125
2024-11-30,1
2024-12-02,293
2024-12-03,165
2024-12-04,186
2024-12-05,110
2024-12-06,46
2024-12-09,81
2024-12-10,155
2024-12-11,200
2024-12-12,99
2024-12-13,124
2024-12-14,1
2024-12-16,190
2024-12-17,110
2024-12-18,215
2024-12-19,179
2024-12-20,97
2024-12-23,4
2024-12-27,4
2024-12-28,1
2024-12-30,5
